image_path,artist_label,edge_density,laplacian_variance,shannon_entropy,hs_colorfulness,color_spread,color_entropy,temp_mean,temp_stddev,gray_mean,gray_stddev,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
dataset/mery\danbooru_1672262_5abe54f7785f777e213b9ebb511dca20.png,0,0.05673125,1098.4735552624609,7.322109902289072,25.791452792257335,0.7708333333333334,1.6904336486936664,4.5287625,18.400406523188387,0.8084923,0.28776646,0.01969375,0.031275,0.0151625,0.054375,0.1322,0.08046875,0.01986875,0.047225,0.55043125,0.0493
dataset/mery\danbooru_1672301_b2ddf53241b70b422aee7358f3e97032.png,0,0.05484702797202797,1137.018115777055,12.293470626079275,28.54493011416274,0.8541666666666666,2.0310214655419063,14.693103146853147,22.556790830552043,0.86042994,0.10779187,0.05915646853146853,0.08177010489510489,0.04020979020979021,0.09671328671328672,0.16779283216783217,0.12421328671328671,0.05409527972027972,0.09069493006993007,0.1230201048951049,0.1623339160839161
dataset/mery\danbooru_1672305_aca9dd3a0d9bcdc7b36ba2d92a93cf6a.png,0,0.053754385964912284,1467.1499471911359,9.042798118370543,34.64886688981966,0.875,1.6994921368639242,38.64922807017544,24.91428381472395,0.80680454,0.15296921,0.029,0.04053508771929824,0.010491228070175438,0.10221929824561403,0.10593859649122807,0.16724561403508773,0.029482456140350877,0.09615789473684211,0.3522017543859649,0.0667280701754386
dataset/mery\danbooru_1672307_70a2b6ac1bbfc62694224a44812250ea.png,0,0.0715673076923077,2175.439365236686,3.5748680918576556,45.84592944835215,0.7291666666666666,1.0122562096248595,-30.620134615384615,41.613967703870806,0.84730595,0.2009663,0.022240384615384617,0.029177884615384616,0.0026009615384615385,0.023697115384615386,0.04160576923076923,0.03801923076923077,0.008471153846153847,0.05736538461538462,0.725375,0.05144711538461538
dataset/mery\danbooru_1682395_38ff377eeb47e8de71ef0025a7d9f46e.png,0,0.1159625,3221.939554942344,10.408367152914316,53.45075663938893,0.8541666666666666,2.0085851755676116,46.58461875,42.68959682600842,0.7575337,0.23416871,0.055225,0.07351875,0.0142875,0.0728125,0.10255,0.09629375,0.03024375,0.0987625,0.3356,0.12070625
dataset/mery\danbooru_1682400_aee7246318d8a715ddacc184f4617e05.png,0,0.0549,599.6300935530858,10.294974223973968,25.66765975433475,0.6979166666666666,1.874614742177707,11.53083125,14.542531998727851,0.82328683,0.23472281,0.04418125,0.06386875,0.0220125,0.0852375,0.12515,0.10341875,0.04085,0.0810375,0.32115,0.11309375
dataset/mery\danbooru_1689051_b3a130b4cdf734ae37b165aba6dd6565.png,0,0.1309625,3004.9577721743754,9.471904380602522,33.96745309243791,0.8645833333333334,2.0420738684046587,23.748925,27.87890620781911,0.7874995,0.2530488,0.04875,0.0674125,0.01355,0.06055,0.1182125,0.1000125,0.025575,0.102375,0.3539875,0.109575
dataset/mery\danbooru_1694770_cbcbe1916b450e58ce392b64cab8b425.png,0,0.056085,465.613924734775,15.003451427637687,107.82974539037777,0.8125,2.0787834324697085,-162.968675,62.97613106363693,0.56080186,0.20661183,0.042035,0.06334,0.048155,0.12717,0.230995,0.152845,0.069275,0.071985,0.094935,0.099265
dataset/mery\danbooru_1700893_6d5aab610027a7611cc79391fddf88f0.png,0,0.1165375,1794.238774277774,6.333832780917529,14.047498799700653,0.8541666666666666,1.099585386372319,4.17168125,12.621693400586087,0.735631,0.27758166,0.0327125,0.04741875,0.01254375,0.06955625,0.12805625,0.09205625,0.022575,0.08993125,0.43356875,0.07158125
dataset/mery\danbooru_1703201_bdd10296de1da52a8908bcd3eeaff912.png,0,0.05041891891891892,559.7328653085738,6.607832174857224,28.893814055810704,0.8645833333333334,1.6566477762536802,4.081486486486487,23.207190939531465,0.7801212,0.30997226,0.016364864864864864,0.022054054054054053,0.013662162162162162,0.060756756756756757,0.12160135135135135,0.09056081081081081,0.019222972972972974,0.03894594594594595,0.5817364864864865,0.035094594594594596
dataset/mery\danbooru_1703210_0268f33ff07a9d4ad1a29880e302999f.png,0,0.10627022653721682,1012.7491193420678,14.4959140540403,94.23767788143878,0.8645833333333334,2.7671920736267985,41.50823624595469,86.0549210129562,0.44223005,0.24842407,0.0461084142394822,0.0645631067961165,0.045542071197411,0.11895631067961165,0.26179611650485435,0.12537216828478964,0.05169093851132686,0.06939320388349515,0.11777508090614887,0.09880258899676375
dataset/mery\danbooru_1704662_b6cc381a7f3bcdb99c8443d2abac3b2c.png,0,0.14369277108433734,5846.559733086043,8.505519150750617,79.50075933629772,0.875,1.761295878315254,0.7606204819277108,78.07225934590365,0.7625361,0.29551083,0.04421686746987952,0.06,0.01892168674698795,0.06619879518072289,0.09974698795180723,0.08246987951807229,0.026156626506024096,0.0757710843373494,0.4274578313253012,0.09906024096385542
dataset/mery\danbooru_1716255_38f0ffaa7d1fa9fe60c64736ceddb0da.png,0,0.05799899193548387,839.2161937424545,5.338904270699709,44.65415939007957,0.8020833333333334,1.3284310496617895,19.05055443548387,34.034568152537176,0.8295242,0.2689646,0.014259072580645162,0.024455645161290323,0.006925403225806452,0.025120967741935483,0.07331149193548388,0.08384072580645162,0.010977822580645162,0.042076612903225806,0.660539314516129,0.0584929435483871
dataset/mery\danbooru_1718059_b40e75440ddf0857e50fc8355bfd2bd6.png,0,0.06175387596899225,701.0652711521991,6.204695791001091,23.198558178916926,0.8020833333333334,1.4265730397247627,20.162223837209304,17.830590230318368,0.82478267,0.1785708,0.020784883720930233,0.030876937984496124,0.011400193798449613,0.03886143410852713,0.09699127906976744,0.05819767441860465,0.01755813953488372,0.04196705426356589,0.6392829457364341,0.04407945736434109
dataset/mery\danbooru_1720276_0520859bb86b25f6a2e723990f3c6a31.png,0,0.08481081081081081,936.2559662161707,8.83416026031082,65.40847740651797,0.8854166666666666,1.824110761340149,34.37630405405405,43.19353676456554,0.7619739,0.28262827,0.028716216216216218,0.03849324324324324,0.018675675675675674,0.07152702702702703,0.1495810810810811,0.09970945945945946,0.025608108108108107,0.06172972972972973,0.44041891891891893,0.06554054054054054
dataset/mery\danbooru_1721283_1cc6cd57f0f8965fa4a06a913e9ca367.png,0,0.0890962441314554,1644.0717896911642,6.307725893115338,37.235799829646425,0.8645833333333334,1.5589719768322088,14.472852112676057,22.03142820427022,0.81660724,0.2578758,0.0273943661971831,0.04471830985915493,0.007112676056338028,0.03687793427230047,0.08667840375586855,0.05778755868544601,0.015757042253521127,0.0722593896713615,0.5877523474178403,0.06366197183098592
dataset/mery\danbooru_1733607_ccbd991159b125e32f39b7b843b37d1b.png,0,0.09586411609498681,1265.9141227043463,8.738058320179572,53.51046881567662,0.8958333333333334,2.07558177604755,26.035732189973615,40.88755571878209,0.7959146,0.26727912,0.026893139841688653,0.05174802110817942,0.01062664907651715,0.045547493403693934,0.12354221635883905,0.09343007915567282,0.02112137203166227,0.07467678100263853,0.4900131926121372,0.06240105540897098
dataset/mery\danbooru_1734905_a539249a4a01ae383982fd6cd17142a3.png,0,0.09496636771300448,687.0140462619586,12.76458060919879,42.4164677674468,0.875,2.226941016821514,27.10759529147982,27.606954031935736,0.83734876,0.19508424,0.0488957399103139,0.06705156950672646,0.033503363228699554,0.1106390134529148,0.18115470852017937,0.12343049327354261,0.05494394618834081,0.0883127802690583,0.18021860986547086,0.11184977578475336
dataset/mery\danbooru_1749452_20dfda3cfe1b95e2cc848bff503bee6b.png,0,0.11302083333333333,1106.9364311884374,10.250141159713118,98.28799554927552,0.90625,2.230346528243818,-12.268151041666666,96.24201389786101,0.8437754,0.17274186,0.05047743055555556,0.06328125,0.017135416666666667,0.058819444444444445,0.15270833333333333,0.12513020833333333,0.03329861111111111,0.07261284722222222,0.32999131944444443,0.0965451388888889
dataset/mery\danbooru_1767631_a4163d4c40761cd055dbfb10d888cbde.png,0,0.10940021231422506,1423.8332873639229,9.590729303248697,67.45990851709031,0.8541666666666666,1.957243256591607,34.68147027600849,53.0265619511635,0.80902606,0.23110422,0.043455414012738856,0.052441613588110406,0.01458067940552017,0.06542462845010616,0.14435244161358812,0.11043524416135882,0.030010615711252655,0.0774203821656051,0.36595541401273884,0.09592356687898089
dataset/mery\danbooru_1780510_46641ba635acc05ccf570e07fc4228bd.png,0,0.10784774436090226,1114.0791608118038,12.186266384791828,31.72561566968704,0.90625,2.5721992035909844,-11.947001879699249,31.195201599819477,0.75306964,0.2107113,0.044586466165413535,0.063703007518797,0.016776315789473684,0.07972744360902255,0.19354323308270677,0.1175657894736842,0.036334586466165414,0.09902255639097744,0.24606203007518798,0.10267857142857142
dataset/mery\danbooru_1783691_b3f9c893ea6f3aaa1b91619ae18f9e7a.png,0,0.08029166666666666,794.8707916666667,7.380178637394375,68.09155177431084,0.8958333333333334,1.6341740221144507,37.03641145833333,57.902536126068796,0.7866356,0.24952993,0.026619791666666667,0.03815104166666667,0.007833333333333333,0.0440625,0.10209895833333334,0.07411458333333333,0.018447916666666668,0.062463541666666664,0.5617864583333333,0.064421875
dataset/mery\danbooru_1789929_6e58b08e5c02f6c62e1d43fd8e98b410.png,0,0.0901125,1236.1153313108985,11.942854496532561,53.4009800192447,0.8541666666666666,2.84110730020639,-4.4187625,57.513714672837764,0.46000057,0.2797003,0.0495375,0.06045625,0.0323875,0.08585,0.15589375,0.100175,0.0394875,0.087275,0.28501875,0.10391875
dataset/mery\danbooru_1791976_06f04cfb70871979f85b53af7d18cd8a.png,0,0.13199462365591397,4396.187112945977,10.211111497427867,57.991550199917654,0.8854166666666666,2.3001875114358143,-3.164456989247312,52.45290537096755,0.70905375,0.25620654,0.046903225806451614,0.059258064516129035,0.012688172043010752,0.04705913978494624,0.10240322580645161,0.10447849462365591,0.024064516129032258,0.09936559139784946,0.41333333333333333,0.09044623655913979
dataset/mery\danbooru_1796016_31fe80ffae41305095b1f88dcb0f615a.png,0,0.0842,1356.90985,6.131970222342239,66.82898792466399,0.8645833333333334,1.5294677209386691,30.725825,45.97463679105442,0.82492393,0.2598053,0.0235875,0.0306,0.00939375,0.0408375,0.10206875,0.0587375,0.01340625,0.0545125,0.6129125,0.05394375
dataset/mery\danbooru_1800570_f870a8b21747651143fbce3af05b3d86.png,0,0.1405579399141631,3459.8283409335913,10.038275371957585,57.67771686580979,0.90625,2.1788124384847625,34.70354613733905,49.63078958649115,0.6844253,0.3184527,0.0498068669527897,0.06039699570815451,0.015364806866952789,0.04940450643776824,0.1465665236051502,0.07201716738197425,0.02677038626609442,0.08760729613733906,0.28739270386266097,0.20467274678111588
dataset/mery\danbooru_1805487_4ca5c86efb63fad82353d79f425f6eb6.png,0,0.07782876712328766,1278.0633626905144,8.780438393115567,39.458507282321136,0.90625,2.201088174294998,4.91086301369863,44.02498558736318,0.68927646,0.3356052,0.029424657534246574,0.04128082191780822,0.013363013698630136,0.0594041095890411,0.1454041095890411,0.09650684931506849,0.02378082191780822,0.061952054794520546,0.4698082191780822,0.059075342465753425
dataset/mery\danbooru_1805504_5aad794d6bf0f1b0ad541b7babb4bd97.png,0,0.051445833333333336,1050.2961166666666,4.26690493967203,16.096890171669468,0.8645833333333334,1.2013753517366679,0.8261083333333333,14.552324671849872,0.8567603,0.28481522,0.0152625,0.023029166666666667,0.0072,0.026675,0.07545,0.04753333333333333,0.009791666666666667,0.03659166666666667,0.720575,0.037891666666666664
dataset/mery\danbooru_1816834_06206e75c885284dd8977b6b8463b2f7.png,0,0.1068312101910828,1000.7283953694241,12.922409720860784,26.905064573910273,0.8333333333333334,2.5116334180036475,3.5902070063694267,19.851306322154265,0.5982,0.31280783,0.03189490445859872,0.05453025477707006,0.02679140127388535,0.0975,0.2780015923566879,0.1255732484076433,0.03386942675159236,0.06816878980891719,0.1901751592356688,0.09349522292993631
dataset/mery\danbooru_1829573_a1b11ba46638b54deafe28632f3fbe30.png,0,0.0659437386569873,1087.9171143375681,4.950900285634616,28.22061434725501,0.875,1.3417329977567831,7.792953720508167,22.95357292974347,0.87590605,0.22892351,0.012436479128856624,0.02781760435571688,0.006311252268602541,0.026851179673321235,0.08334392014519056,0.05683303085299456,0.011256805807622505,0.04581669691470054,0.6884301270417423,0.04090290381125227
dataset/mery\danbooru_1829578_66afd52fc673e4c48ad38a7d529793af.png,0,0.09679375,1475.001799669375,6.338582896063259,38.20408164648228,0.90625,1.863308832469315,8.7027,36.672891046521,0.75902504,0.29782456,0.02433125,0.0367125,0.008625,0.03725625,0.0944,0.060425,0.015525,0.06754375,0.5929875,0.06219375
dataset/mery\danbooru_1829579_ec3d81d06afb1403cb36d43872a6bf23.png,0,0.10048209366391185,1932.4681818181818,5.88622002510018,59.59491343502884,0.875,1.3472725476097185,23.685626721763086,49.07924235686073,0.8407125,0.25790963,0.027176308539944904,0.040661157024793386,0.009731404958677687,0.03944903581267217,0.0828099173553719,0.06066804407713498,0.014779614325068871,0.06577823691460055,0.5891666666666666,0.06977961432506886
dataset/mery\danbooru_1846910_d72f130c9945fa588ed82032649f3fb2.png,0,0.10060795454545454,3616.7244886363637,5.871998005576638,36.87095845039976,0.90625,1.5331184422354707,11.3400625,32.2483265879544,0.86821264,0.22748034,0.03125,0.04070454545454545,0.008323863636363636,0.027982954545454547,0.060079545454545455,0.05034659090909091,0.012556818181818181,0.06480113636363637,0.6326363636363637,0.07131818181818182
dataset/mery\danbooru_1856300_2e2aa7e1823756e4dd93a9ca3f3454fa.png,0,0.10537746170678337,2007.501805096505,9.226690116945056,65.021949623518,0.8854166666666666,2.3513088507885374,35.50647702407002,38.681482116183375,0.7205473,0.2553315,0.04088621444201313,0.04295404814004376,0.00912472647702407,0.0587746170678337,0.10439824945295405,0.08103938730853391,0.020432166301969364,0.08232494529540481,0.46141684901531727,0.09864879649890591
dataset/mery\danbooru_1856970_c5b4a5e42ac6dbb36ddc915b569585f5.png,0,0.06462837837837838,528.7690202702703,6.102618266525938,51.18713537286684,0.8541666666666666,1.1969522965158845,22.603288288288287,42.94008417873969,0.90108234,0.1751094,0.019138513513513512,0.030208333333333334,0.010478603603603604,0.038789414414414414,0.11385698198198198,0.05726914414414414,0.01609797297297297,0.04488738738738739,0.6264977477477478,0.0427759009009009
dataset/mery\danbooru_1856998_348fd992ac5431ea4bb2d9fcdf071bc2.png,0,0.07129784688995215,1038.0511896848388,6.40529098214498,35.92225258995997,0.7916666666666666,1.5313434475196541,21.850514354066984,29.77774828286452,0.848882,0.22723223,0.023116028708133972,0.031566985645933014,0.010610047846889951,0.04705741626794258,0.10639952153110048,0.06520933014354068,0.013983253588516747,0.04962320574162679,0.573726076555024,0.07870813397129187
dataset/mery\danbooru_1856999_7a6fa0b85fb24d27d15f7590a3240fd0.png,0,0.11310416666666667,2483.0540536913795,11.071138635013408,63.5443303960262,0.8020833333333334,2.1768902314454635,46.51847395833333,44.12417046392522,0.77913886,0.21347953,0.06138020833333333,0.06818229166666667,0.023942708333333333,0.0691875,0.13050520833333334,0.09438541666666667,0.03991666666666667,0.08844791666666667,0.2905,0.13355208333333332
dataset/mery\danbooru_1857002_6bf52ef902cccec1632a991af22ff5c5.png,0,0.08702681388012619,1548.3169316153385,6.37362072846357,92.70602044535181,0.90625,1.7968456298783237,85.02917192429022,71.98533363006412,0.76553565,0.28927603,0.029700315457413248,0.03986593059936908,0.00806782334384858,0.03301261829652997,0.08352523659305994,0.05522082018927445,0.014858044164037855,0.06245268138801262,0.6113012618296529,0.06199526813880126
dataset/mery\danbooru_1857032_fb933537a01072ad2bf5e910eb08131f.png,0,0.0804250720461095,1059.3743865761173,7.2461825402671405,49.376329286250844,0.8958333333333334,2.191543127973285,-19.399452449567722,50.74576108121461,0.6882309,0.31242183,0.02793948126801153,0.03522334293948127,0.009690201729106628,0.0352521613832853,0.1048414985590778,0.059762247838616715,0.01585014409221902,0.05926512968299712,0.5539769452449568,0.09819884726224784
dataset/mery\danbooru_1862491_cf38cc5bce72b28cc9b99e07b15d40ff.png,0,0.05575665859564165,1461.1143583498465,4.3291540270409365,20.103464782575607,0.8333333333333334,1.2020908636238852,-4.390865617433414,20.642478127537494,0.8610631,0.26208672,0.013159806295399515,0.028843825665859565,0.005211864406779661,0.020145278450363197,0.06272397094430993,0.0536864406779661,0.010332929782082324,0.0425363196125908,0.7161743341404359,0.04718523002421308
dataset/mery\danbooru_1883123_3a564e72e2a990dd76a057c4775294a3.png,0,0.1358235294117647,1870.3021086699282,8.919319094488674,53.400390993814966,0.8854166666666666,2.1260348087732037,23.896617647058825,43.21847715932912,0.7730024,0.24244232,0.04015441176470588,0.05353676470588235,0.013852941176470589,0.0610514705882353,0.13568382352941177,0.07697058823529412,0.021566176470588234,0.09472058823529411,0.4152205882352941,0.08724264705882354
dataset/mery\danbooru_1883127_01ce22672780c9b6b2e10de18253874c.png,0,0.10539473684210526,2980.32850877193,6.514772664330679,49.759429730995905,0.90625,1.6719516011985978,22.66971052631579,38.33951818264815,0.8532039,0.23509352,0.031008771929824562,0.03980701754385965,0.00800877192982456,0.03358771929824561,0.0593421052631579,0.10502631578947369,0.01387719298245614,0.05910526315789474,0.5328947368421053,0.1173421052631579
dataset/mery\danbooru_1883131_2961d839e3f5c8d845c6f7394a908317.png,0,0.065,611.2252192982456,7.8326038520954535,64.9988525912447,0.8541666666666666,1.5034513459011656,41.14040204678363,54.03045263662946,0.83373284,0.21956617,0.025387426900584795,0.031315789473684214,0.015504385964912281,0.06222222222222222,0.13752923976608186,0.08707602339181286,0.024166666666666666,0.049605263157894736,0.5178874269005848,0.049305555555555554
dataset/mery\danbooru_1883134_75015cd672f06ab9c31d66a0561773dd.png,0,0.07489082969432315,632.2585850594003,10.362170443029047,80.82987795829604,0.8958333333333334,2.266070798488954,-15.3973307860262,88.68155091186068,0.74806684,0.22360624,0.024132096069868995,0.031768558951965065,0.014012008733624454,0.0829967248908297,0.17380458515283842,0.12909388646288208,0.026768558951965067,0.0695414847161572,0.3970414847161572,0.05084061135371179
dataset/mery\danbooru_1883137_decb2f75a8fd33ce2e2eeb0eeef76163.png,0,0.10693840579710145,3284.3447327520776,8.244946153181084,43.43875898434456,0.90625,1.7508282522026495,25.712747584541063,39.710164061227694,0.8310315,0.22438124,0.04384057971014493,0.05349033816425121,0.01946256038647343,0.06307971014492754,0.11497584541062802,0.09029589371980676,0.028556763285024156,0.0733756038647343,0.4196316425120773,0.09329106280193236
dataset/mery\danbooru_1883319_cf0aec6d3b24f9f27b99faa6ddb6e6d3.png,0,0.07426282051282052,1947.4137606837608,7.287880430746312,30.894882199838435,0.90625,1.6301337023638232,10.266666666666667,29.298261011374006,0.84463376,0.2282522,0.03829059829059829,0.03981837606837607,0.014246794871794873,0.05625534188034188,0.11972222222222222,0.06178418803418803,0.014700854700854702,0.04688568376068376,0.5312873931623932,0.07700854700854701
dataset/mery\danbooru_1883325_f005aaf2c7240c025d697da2edd8d230.png,0,0.09013157894736842,1374.4535866112649,8.182074121457127,42.18424174546056,0.90625,2.255680775777149,-21.01095029239766,43.634900692606934,0.7422894,0.26461875,0.03355263157894737,0.04070175438596491,0.01006578947368421,0.04205409356725146,0.11257309941520467,0.06658625730994153,0.019422514619883043,0.06930555555555555,0.5456798245614035,0.06005847953216374
dataset/mery\danbooru_1883330_767895a98270df455a80f27ae1c32d77.png,0,0.08446927374301676,1181.7731405462919,9.446489166435375,47.82824963651579,0.84375,1.855088516150369,26.36510474860335,38.20409157835083,0.8533369,0.18642886,0.03710893854748604,0.05804469273743017,0.02685055865921788,0.07555865921787709,0.13114525139664804,0.08937150837988826,0.03564944134078212,0.07745810055865922,0.37224162011173184,0.09657122905027933
dataset/mery\danbooru_1883333_a0b2abbeb681cf6ad6551bf2fd50b994.png,0,0.06414473684210527,1688.1627236842105,3.816725659071404,33.41112720377515,0.8541666666666666,1.0738034449442104,8.278322368421053,28.789459713697383,0.88309425,0.24348354,0.013151315789473685,0.025236842105263158,0.004289473684210526,0.02211842105263158,0.05630263157894737,0.048960526315789475,0.008006578947368422,0.047453947368421054,0.7236513157894737,0.05082894736842105
dataset/mery\danbooru_1883341_6386e5cd0948199757914059500408ba.png,0,0.072325,1905.407346246094,4.8508190587013775,37.96117516785665,0.8541666666666666,1.1106469502026337,15.2539125,32.963603655279314,0.8884158,0.18922797,0.0323375,0.03410625,0.01135,0.04010625,0.0647625,0.0515875,0.01441875,0.05785,0.6031875,0.09029375
dataset/mery\danbooru_1886447_25ff9faa7ba81dd7c78a278a5299973a.png,0,0.07016839378238342,635.6422187320046,14.148926038582406,35.56526112587074,0.8854166666666666,2.4060792197858523,-36.149054404145076,26.772958969964506,0.75984704,0.24556087,0.044430051813471504,0.06362046632124352,0.0395660621761658,0.10863341968911917,0.2216580310880829,0.14271373056994818,0.05694300518134715,0.07876943005181347,0.13588082901554405,0.10778497409326425
dataset/mery\danbooru_1886448_28f4c429bc83fe57473949895ea7d949.png,0,0.0973375,1292.9510255975,9.507029413967496,36.24874793422333,0.7708333333333334,1.788643267607753,27.57614375,28.076288298657566,0.7855404,0.25891292,0.0352875,0.0461875,0.01856875,0.0795875,0.15965,0.10808125,0.03268125,0.07351875,0.354075,0.0923625
dataset/mery\danbooru_1886451_1537e08161eed315c519a7d9d1427362.png,0,0.13013803680981595,4896.966778480325,9.110428186281538,36.47042995143829,0.90625,1.9493861601902243,25.0922009202454,29.33144375152011,0.78525466,0.267025,0.050529141104294475,0.056549079754601224,0.014233128834355829,0.0535659509202454,0.12292944785276073,0.06553680981595092,0.018773006134969326,0.0786963190184049,0.44155674846625764,0.0976303680981595
dataset/mery\danbooru_1886460_839048b7c5c3694c4df05198ef8c0ccb.png,0,0.057259194395796846,461.2197197898424,10.024616041704778,63.19671401333153,0.71875,1.6372117277571974,38.897320490367775,42.97879420294347,0.9097287,0.12560022,0.04031085814360771,0.06175131348511383,0.026387915936952715,0.06927320490367776,0.14257005253940455,0.08604203152364273,0.036558669001751316,0.07216287215411558,0.365183887915937,0.09975919439579685
dataset/mery\danbooru_1896572_f78b0a439b8e8d6ed1747889818d153b.png,0,0.08731651376146789,1510.1427878545576,6.477590285911431,39.18336424742949,0.8229166666666666,1.4264838674640625,18.10663990825688,35.990654105973654,0.76743513,0.23689687,0.06249426605504587,0.06914564220183486,0.020040137614678898,0.03783256880733945,0.07586009174311927,0.046748853211009175,0.02717316513761468,0.08000573394495412,0.44412844036697247,0.1365711009174312
dataset/mery\danbooru_1903710_ff69422776d08695d8d67abfc5b9bac6.png,0,0.10622425629290617,1784.0683638149387,8.308739030582231,62.78877148891353,0.8854166666666666,2.072971933626849,62.280772311212814,37.65508868031688,0.7015845,0.238111,0.039668192219679634,0.05061784897025172,0.012700228832951944,0.0381350114416476,0.09669336384439359,0.05611556064073227,0.022030892448512585,0.06598398169336385,0.5396052631578947,0.07844965675057208
dataset/mery\danbooru_1913950_ce85ce8f4225a1b199c9334391664bb7.png,0,0.08348360655737705,2674.673806178148,6.917625502053718,77.73550739018914,0.8125,1.839535125868619,62.10449453551912,54.18300775636146,0.69762176,0.32947767,0.03558743169398907,0.06210382513661202,0.01121584699453552,0.03830601092896175,0.09863387978142077,0.06831967213114754,0.022937158469945356,0.08435792349726776,0.48935792349726775,0.08918032786885247
